# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Nov  4 06:50:47 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
1699,Kepler-1388,b,Kepler-1388 b,Transit,4,12.28546030,,,,,,0.231,,0,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
1700,Kepler-1388,c,Kepler-1388 c,Transit,4,5.53608151,,,,,,0.202,,0,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
1701,Kepler-1388,d,Kepler-1388 d,Transit,4,20.95681580,,,,,,0.255,,0,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
1702,Kepler-1388,e,Kepler-1388 e,Transit,4,37.63270840,,,,,,0.219,,0,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
1703,Kepler-1389,b,Kepler-1389 b,Transit,1,99.25309510,,,,,,0.158,,0,1,0,1,19h02m52.18s,285.717427,+44d45m30.3s,44.758423,521.00,14.699,Kepler-band,14.684,5078.00,0.81,0.74,2016-05-10,Kepler
1704,Kepler-139,b,Kepler-139 b,Transit,2,15.77104400,0.127000,,,,,0.262,,0,1,0,1,18h49m34.07s,282.391957,+43d53m21.7s,43.889351,417.00,12.701,Kepler-band,12.677,5594.00,,1.30,2014-05-14,Kepler
1705,Kepler-139,c,Kepler-139 c,Transit,2,157.07287800,0.586000,,,,,0.302,,1,1,0,1,18h49m34.07s,282.391957,+43d53m21.7s,43.889351,417.00,12.701,Kepler-band,12.677,5594.00,,1.30,2014-05-14,Kepler
1706,Kepler-1390,b,Kepler-1390 b,Transit,1,6.48021673,,,,,,0.105,,0,1,0,1,19h54m38.96s,298.662345,+48d14m55.6s,48.248764,760.00,14.421,Kepler-band,14.402,5753.00,0.98,0.98,2016-05-10,Kepler
1707,Kepler-1391,b,Kepler-1391 b,Transit,1,54.40923330,,,,,,0.150,,0,1,0,1,19h39m19.45s,294.831023,+46d39m34.5s,46.659592,721.00,13.852,Kepler-band,13.828,5840.00,1.03,1.10,2016-05-10,Kepler
1708,Kepler-1392,b,Kepler-1392 b,Transit,1,15.14103970,,,,,,0.175,,0,1,0,1,19h15m04.07s,288.766976,+46d23m39.9s,46.394424,1117.00,15.679,Kepler-band,15.666,5479.00,0.88,0.85,2016-05-10,Kepler
1709,Kepler-1393,b,Kepler-1393 b,Transit,1,2.44357812,,,,,,0.071,,0,1,0,1,18h57m50.27s,284.459458,+40d08m33.2s,40.142553,462.00,13.348,Kepler-band,13.332,5697.00,0.95,0.92,2016-05-10,Kepler
1710,Kepler-1394,b,Kepler-1394 b,Transit,1,3.93766373,,,,,,0.124,,0,1,0,1,18h53m48.77s,283.453200,+45d05m02.9s,45.084141,820.00,11.801,Kepler-band,11.714,6481.00,1.64,2.55,2016-05-10,Kepler
1711,Kepler-1395,b,Kepler-1395 b,Transit,1,3.78470649,,,,,,0.071,,0,1,0,1,19h29m21.01s,292.337551,+47d39m51.1s,47.664200,507.00,12.581,Kepler-band,12.536,6138.00,1.17,1.23,2016-05-10,Kepler
1712,Kepler-1396,b,Kepler-1396 b,Transit,1,18.22064210,,,,,,0.185,,0,1,0,1,19h37m20.75s,294.336468,+44d55m05.9s,44.918293,1236.00,14.544,Kepler-band,14.527,6195.00,1.18,1.27,2016-05-10,Kepler
1713,Kepler-1397,b,Kepler-1397 b,Transit,1,47.44995500,,,,,,0.153,,0,1,0,1,19h58m42.21s,299.675859,+47d04m33.0s,47.075844,770.00,14.089,Kepler-band,14.091,6026.00,1.09,1.12,2016-05-10,Kepler
1714,Kepler-1398,b,Kepler-1398 b,Transit,2,2.78815679,,,,,,0.080,,0,1,0,1,19h39m27.88s,294.866185,+48d38m20.3s,48.638985,793.00,13.710,Kepler-band,13.660,6126.00,1.13,1.18,2016-05-10,Kepler
1715,Kepler-1398,c,Kepler-1398 c,Transit,2,4.13827595,,,,,,0.092,,0,1,0,1,19h39m27.88s,294.866185,+48d38m20.3s,48.638985,793.00,13.710,Kepler-band,13.660,6126.00,1.13,1.18,2016-05-10,Kepler
1716,Kepler-1399,b,Kepler-1399 b,Transit,1,1.63865306,,,,,,0.112,,0,1,0,1,19h33m14.80s,293.311681,+46d02m30.2s,46.041714,1256.00,15.490,Kepler-band,15.507,5735.00,0.97,0.96,2016-05-10,Kepler
1717,Kepler-14,b,Kepler-14 b,Transit,1,6.79012300,,0.035000,90.000,8.40000,Mass,1.136,7.10000,0,1,0,1,19h10m50.12s,287.708814,+47d19m59.0s,47.333050,980.00,12.128,Kepler-band,,6395.00,1.51,2.05,2014-05-14,Kepler
1718,Kepler-140,b,Kepler-140 b,Transit,2,3.25427000,0.045000,,,,,0.144,,0,1,0,1,19h09m28.67s,287.369468,+46d46m05.6s,46.768213,572.00,12.996,Kepler-band,12.941,6077.00,,1.29,2014-05-14,Kepler
1719,Kepler-140,c,Kepler-140 c,Transit,2,91.35328200,0.414000,,,,,0.161,,0,1,0,1,19h09m28.67s,287.369468,+46d46m05.6s,46.768213,572.00,12.996,Kepler-band,12.941,6077.00,,1.29,2014-05-14,Kepler
1720,Kepler-1400,b,Kepler-1400 b,Transit,1,9.06689421,,,,,,0.145,,0,1,0,1,19h05m05.20s,286.271652,+45d26m26.9s,45.440807,879.00,15.737,Kepler-band,15.713,5044.00,0.83,0.78,2016-05-10,Kepler
1721,Kepler-1401,b,Kepler-1401 b,Transit,1,11.20066445,,,,,,0.150,,0,1,0,1,19h09m51.85s,287.466042,+40d45m30.4s,40.758452,1242.00,14.982,Kepler-band,14.972,5964.00,1.07,1.10,2016-05-10,Kepler
1722,Kepler-1402,b,Kepler-1402 b,Transit,1,2.03387914,,,,,,0.068,,0,1,0,1,19h27m23.48s,291.847824,+48d58m05.3s,48.968132,681.00,14.621,Kepler-band,14.608,5416.00,0.90,0.87,2016-05-10,Kepler
1723,Kepler-1403,b,Kepler-1403 b,Transit,1,5.19492202,,,,,,0.191,,0,1,0,1,19h23m28.25s,290.867707,+38d57m36.4s,38.960119,1801.00,15.598,Kepler-band,15.591,6060.00,1.11,1.15,2016-05-10,Kepler
1724,Kepler-1404,b,Kepler-1404 b,Transit,1,15.93147390,,,,,,0.179,,0,1,0,1,19h44m02.26s,296.009430,+50d29m54.2s,50.498386,946.00,15.688,Kepler-band,15.703,5261.00,0.84,0.80,2016-05-10,Kepler
1725,Kepler-1405,b,Kepler-1405 b,Transit,1,28.22741840,,,,,,0.353,,0,1,0,1,19h42m44.36s,295.684842,+39d15m22.1s,39.256142,1605.00,15.873,Kepler-band,15.818,5925.00,1.05,1.07,2016-05-10,Kepler
1726,Kepler-1406,b,Kepler-1406 b,Transit,1,11.62905828,,,,,,0.098,,0,1,0,1,19h28m19.65s,292.081863,+38d54m54.1s,38.915023,587.00,13.256,Kepler-band,13.382,5892.00,1.05,1.12,2016-05-10,Kepler
1727,Kepler-1407,b,Kepler-1407 b,Transit,1,20.07115040,,,,,,0.201,,0,1,0,1,18h55m46.18s,283.942432,+41d28m17.8s,41.471600,1275.00,14.935,Kepler-band,14.892,6010.00,1.10,1.15,2016-05-10,Kepler
1728,Kepler-1408,b,Kepler-1408 b,Transit,1,2.99793191,,,,,,0.079,,0,1,0,1,18h50m47.99s,282.699942,+45d25m32.8s,45.425770,426.00,12.003,Kepler-band,11.962,6170.00,1.21,1.35,2016-05-10,Kepler
1729,Kepler-1409,b,Kepler-1409 b,Transit,1,0.76486493,,,,,,0.093,,0,1,0,1,19h20m20.35s,290.084786,+51d12m31.0s,51.208603,722.00,15.168,Kepler-band,15.172,5160.00,0.83,0.79,2016-05-10,Kepler
1730,Kepler-141,b,Kepler-141 b,Transit,2,3.10767500,0.039000,,,,,0.062,,0,1,0,1,19h51m53.02s,297.970897,+47d43m54.0s,47.731678,301.00,13.448,Kepler-band,13.421,4910.00,,0.79,2014-05-14,Kepler
1731,Kepler-141,c,Kepler-141 c,Transit,2,7.01060600,0.067000,,,,,0.126,,0,1,0,1,19h51m53.02s,297.970897,+47d43m54.0s,47.731678,301.00,13.448,Kepler-band,13.421,4910.00,,0.79,2014-05-14,Kepler
1732,Kepler-1410,b,Kepler-1410 b,Transit,1,60.86616800,,,,,,0.159,,0,1,0,1,19h22m02.45s,290.510198,+38d44m36.8s,38.743544,367.00,15.757,Kepler-band,15.948,4092.00,0.63,0.60,2016-05-10,Kepler
1733,Kepler-1411,b,Kepler-1411 b,Transit,1,86.11508880,,,,,,0.252,,0,1,0,1,19h05m26.78s,286.361579,+42d57m50.1s,42.963924,1431.00,15.831,Kepler-band,15.771,5664.00,0.95,0.92,2016-05-10,Kepler
1734,Kepler-1412,b,Kepler-1412 b,Transit,1,3.61460510,,,,,,0.074,,0,1,0,1,19h28m43.23s,292.180120,+49d12m08.9s,49.202480,639.00,13.219,Kepler-band,13.193,5880.00,1.06,1.27,2016-05-10,Kepler
1735,Kepler-1413,b,Kepler-1413 b,Transit,1,13.18296420,,,,,,0.162,,0,1,0,1,19h37m22.00s,294.341649,+46d29m55.6s,46.498767,1162.00,16.239,Kepler-band,16.285,5196.00,0.84,0.80,2016-05-10,Kepler
1736,Kepler-1414,b,Kepler-1414 b,Transit,1,3.51576315,,,,,,0.110,,0,1,0,1,18h59m42.86s,284.928580,+42d25m20.3s,42.422310,534.00,14.897,Kepler-band,14.861,4951.00,0.80,0.75,2016-05-10,Kepler
1737,Kepler-1415,b,Kepler-1415 b,Transit,1,0.63642408,,,,,,0.115,,0,1,0,1,19h00m37.66s,285.156913,+47d52m24.0s,47.873333,1066.00,15.744,Kepler-band,15.721,5267.00,0.89,0.84,2016-05-10,Kepler
1738,Kepler-1416,b,Kepler-1416 b,Transit,1,1.49514952,,,,,,0.079,,0,1,0,1,19h54m39.23s,298.663468,+43d53m38.7s,43.894073,807.00,14.220,Kepler-band,14.226,6019.00,1.09,1.15,2016-05-10,Kepler
1739,Kepler-1417,b,Kepler-1417 b,Transit,1,20.35052130,,,,,,0.089,,0,1,0,1,19h23m47.97s,290.949888,+40d36m18.8s,40.605215,656.00,13.914,Kepler-band,13.858,5839.00,1.02,1.02,2016-05-10,Kepler
1740,Kepler-1418,b,Kepler-1418 b,Transit,1,22.47644250,,,,,,0.148,,0,1,0,1,18h51m59.39s,282.997478,+41d40m42.8s,41.678551,499.00,15.037,Kepler-band,15.281,4770.00,0.77,0.72,2016-05-10,Kepler
1741,Kepler-1419,b,Kepler-1419 b,Transit,1,42.52158950,,,,,,0.255,,0,1,0,1,19h29m01.11s,292.254635,+37d58m17.1s,37.971420,1444.00,15.761,Kepler-band,15.718,5796.00,1.01,1.01,2016-05-10,Kepler
1742,Kepler-142,b,Kepler-142 b,Transit,3,2.02415200,0.032000,,,,,0.178,,0,1,0,1,19h40m28.54s,295.118899,+48d28m52.6s,48.481281,583.00,13.203,Kepler-band,13.197,5790.00,,1.27,2014-05-14,Kepler
1743,Kepler-142,c,Kepler-142 c,Transit,3,4.76170200,0.057000,,,,,0.255,,0,1,0,1,19h40m28.54s,295.118899,+48d28m52.6s,48.481281,583.00,13.203,Kepler-band,13.197,5790.00,,1.27,2014-05-14,Kepler
1744,Kepler-142,d,Kepler-142 d,Transit,3,41.80911800,0.242000,,,,,0.193,,0,1,0,1,19h40m28.54s,295.118899,+48d28m52.6s,48.481281,583.00,13.203,Kepler-band,13.197,5790.00,,1.27,2014-05-14,Kepler
1745,Kepler-1420,b,Kepler-1420 b,Transit,1,6.69960006,,,,,,0.114,,0,1,0,1,19h44m48.91s,296.203810,+42d46m40.2s,42.777832,923.00,15.883,Kepler-band,15.849,5187.00,0.82,0.79,2016-05-10,Kepler
1746,Kepler-1421,b,Kepler-1421 b,Transit,1,6.91311120,,,,,,0.083,,0,1,0,1,19h06m19.34s,286.580592,+48d32m39.1s,48.544197,675.00,12.788,Kepler-band,12.726,6335.00,1.25,1.42,2016-05-10,Kepler
1747,Kepler-1422,b,Kepler-1422 b,Transit,1,18.60519420,,,,,,0.180,,0,1,0,1,19h35m33.64s,293.890178,+48d20m10.0s,48.336121,2081.00,15.665,Kepler-band,15.619,6194.00,1.15,1.23,2016-05-10,Kepler
1748,Kepler-1423,b,Kepler-1423 b,Transit,1,23.95537800,,,,,,0.095,,0,1,0,1,19h12m58.51s,288.243782,+41d06m36.3s,41.110081,449.00,14.553,Kepler-band,14.558,4939.00,0.79,0.75,2016-05-10,Kepler
1749,Kepler-1424,b,Kepler-1424 b,Transit,1,29.60917440,,,,,,0.103,,0,1,0,1,19h23m58.00s,290.991665,+40d13m45.6s,40.229320,620.00,13.619,Kepler-band,13.592,5838.00,1.02,1.07,2016-05-10,Kepler
1750,Kepler-1425,b,Kepler-1425 b,Transit,1,14.45413020,,,,,,0.084,,0,1,0,1,19h39m48.25s,294.951036,+43d00m44.8s,43.012436,499.00,13.572,Kepler-band,13.563,5718.00,0.97,0.95,2016-05-10,Kepler
1751,Kepler-1426,b,Kepler-1426 b,Transit,1,14.25632270,,,,,,0.139,,0,1,0,1,19h30m10.98s,292.545764,+49d25m01.1s,49.416973,1211.00,15.192,Kepler-band,15.166,5831.00,1.02,1.02,2016-05-10,Kepler
1752,Kepler-1427,b,Kepler-1427 b,Transit,1,0.96897238,,,,,,0.098,,0,1,0,1,19h41m23.92s,295.349667,+45d06m52.4s,45.114548,1220.00,15.415,Kepler-band,15.482,5793.00,1.01,1.01,2016-05-10,Kepler
1753,Kepler-1428,b,Kepler-1428 b,Transit,1,10.67607169,,,,,,0.146,,0,1,0,1,19h50m34.14s,297.642262,+49d35m41.9s,49.594978,802.00,13.688,Kepler-band,13.523,6184.00,1.28,1.36,2016-05-10,Kepler
1754,Kepler-1429,b,Kepler-1429 b,Transit,1,4.48487493,,,,,,0.115,,0,1,0,1,19h01m27.90s,285.366245,+49d02m41.5s,49.044868,1156.00,14.879,Kepler-band,14.832,5902.00,1.05,1.07,2016-05-10,Kepler
1755,Kepler-143,b,Kepler-143 b,Transit,2,16.00758300,0.127000,,,,,0.215,,0,1,0,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,746.00,13.770,Kepler-band,13.706,5848.00,,1.36,2014-05-14,Kepler
1756,Kepler-143,c,Kepler-143 c,Transit,2,27.08251100,0.181000,,,,,0.301,,0,1,0,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,746.00,13.770,Kepler-band,13.706,5848.00,,1.36,2014-05-14,Kepler
1757,Kepler-1430,b,Kepler-1430 b,Transit,1,2.46050993,,,,,,0.105,,0,1,0,1,19h18m47.40s,289.697494,+43d22m19.5s,43.372093,541.00,15.245,Kepler-band,15.282,4796.00,0.77,0.72,2016-05-10,Kepler
1758,Kepler-1431,b,Kepler-1431 b,Transit,1,5.86601526,,,,,,0.131,,0,1,0,1,19h30m38.01s,292.658395,+49d51m54.7s,49.865192,1270.00,15.273,Kepler-band,15.271,5806.00,1.03,1.03,2016-05-10,Kepler
1759,Kepler-1432,b,Kepler-1432 b,Transit,1,23.91090110,,,,,,0.198,,0,1,0,1,19h42m05.80s,295.524175,+49d49m46.4s,49.829548,1552.00,15.376,Kepler-band,15.370,6031.00,1.09,1.13,2016-05-10,Kepler
1760,Kepler-1433,b,Kepler-1433 b,Transit,1,4.13592271,,,,,,0.139,,0,1,0,1,19h09m27.19s,287.363299,+49d27m24.8s,49.456890,1328.00,14.826,Kepler-band,,6097.00,1.14,1.19,2016-05-10,Kepler
1761,Kepler-1434,b,Kepler-1434 b,Transit,1,8.05333618,,,,,,0.099,,0,1,0,1,19h42m09.21s,295.538380,+51d12m10.6s,51.202957,680.00,12.086,Kepler-band,12.042,6291.00,1.47,2.04,2016-05-10,Kepler
1762,Kepler-1435,b,Kepler-1435 b,Transit,1,4.45343281,,,,,,0.077,,0,1,0,1,19h24m41.59s,291.173299,+44d55m16.1s,44.921131,681.00,12.938,Kepler-band,12.869,6356.00,1.21,1.32,2016-05-10,Kepler
1763,Kepler-1436,b,Kepler-1436 b,Transit,1,9.70571600,,,,,,0.117,,0,1,0,1,19h50m50.78s,297.711565,+46d46m04.9s,46.768021,1142.00,14.930,Kepler-band,14.910,5972.00,1.06,1.09,2016-05-10,Kepler
1764,Kepler-1437,b,Kepler-1437 b,Transit,1,10.92954610,,,,,,0.122,,0,1,0,1,19h27m27.58s,291.864930,+49d19m33.3s,49.325920,1182.00,15.591,Kepler-band,15.661,5557.00,0.93,0.90,2016-05-10,Kepler
1765,Kepler-1438,b,Kepler-1438 b,Transit,1,2.31942009,,,,,,0.084,,0,1,0,1,19h17m09.55s,289.289809,+40d40m54.0s,40.681665,866.00,14.869,Kepler-band,14.861,5530.00,0.97,0.96,2016-05-10,Kepler
1766,Kepler-1439,b,Kepler-1439 b,Transit,1,8.07392849,,,,,,0.130,,0,1,0,1,19h02m57.55s,285.739806,+40d58m48.1s,40.980036,215.00,16.109,Kepler-band,16.098,3578.00,0.46,0.43,2016-05-10,Kepler
1767,Kepler-144,b,Kepler-144 b,Transit,2,5.88527300,0.066000,,,,,0.119,,0,1,0,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,487.00,11.992,Kepler-band,11.944,6075.00,,1.24,2014-05-14,Kepler
1768,Kepler-144,c,Kepler-144 c,Transit,2,10.10466500,0.094000,,,,,0.120,,0,1,0,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,487.00,11.992,Kepler-band,11.944,6075.00,,1.24,2014-05-14,Kepler
1769,Kepler-1440,b,Kepler-1440 b,Transit,1,39.85948400,,,,,,0.112,,0,1,0,1,19h01m23.27s,285.346938,+48d18m44.1s,48.312252,685.00,14.131,Kepler-band,14.102,5698.00,0.98,0.96,2016-05-10,Kepler
1770,Kepler-1441,b,Kepler-1441 b,Transit,1,39.44198390,,,,,,0.117,,0,1,0,1,19h34m52.59s,293.719126,+43d07m28.5s,43.124590,751.00,14.268,Kepler-band,14.257,5802.00,1.00,1.00,2016-05-10,Kepler
1771,Kepler-1442,b,Kepler-1442 b,Transit,1,81.41629410,,,,,,0.351,,0,1,0,1,19h25m01.34s,291.255595,+48d50m49.1s,48.846970,525.00,12.146,Kepler-band,12.030,6394.00,1.34,1.44,2016-05-10,Kepler
1772,Kepler-1443,b,Kepler-1443 b,Transit,1,2.41811321,,,,,,0.087,,0,1,0,1,18h53m44.58s,283.435761,+47d04m00.7s,47.066855,475.00,12.278,Kepler-band,12.212,6289.00,1.19,1.27,2016-05-10,Kepler
1773,Kepler-1444,b,Kepler-1444 b,Transit,1,33.42035034,,,,,,0.194,,0,1,0,1,19h01m19.35s,285.330615,+42d02m25.6s,42.040436,340.00,12.325,Kepler-band,12.258,5810.00,1.03,1.05,2016-05-10,Kepler
1774,Kepler-1445,b,Kepler-1445 b,Transit,1,10.60052251,,,,,,0.086,,0,1,0,1,18h40m59.87s,280.249457,+43d54m54.2s,43.915066,482.00,12.405,Kepler-band,12.418,6150.00,1.13,1.26,2016-05-10,Kepler
1775,Kepler-1446,b,Kepler-1446 b,Transit,1,0.68996783,,,,,,0.073,,0,1,0,1,19h17m41.75s,289.423960,+46d43m34.2s,46.726170,162.00,12.411,Kepler-band,12.409,4865.00,0.81,0.75,2016-05-10,Kepler
1776,Kepler-1447,b,Kepler-1447 b,Transit,1,56.67472850,,,,,,0.259,,0,1,0,1,19h18m34.43s,289.643439,+50d43m37.5s,50.727089,871.00,14.682,Kepler-band,14.664,5722.00,0.97,0.95,2016-05-10,Kepler
1777,Kepler-1448,b,Kepler-1448 b,Transit,1,12.27065865,,,,,,0.144,,0,1,0,1,19h11m28.17s,287.867389,+50d35m44.1s,50.595585,786.00,14.411,Kepler-band,14.380,5774.00,0.95,0.93,2016-05-10,Kepler
1778,Kepler-1449,b,Kepler-1449 b,Transit,1,13.22745280,,,,,,0.150,,0,1,0,1,19h12m55.62s,288.231731,+50d34m04.4s,50.567886,1321.00,15.050,Kepler-band,15.031,5979.00,1.08,1.10,2016-05-10,Kepler
1779,Kepler-145,b,Kepler-145 b,Transit,2,22.95100000,,,,0.11700,Mass,0.236,,1,1,0,1,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,577.00,11.931,Kepler-band,11.875,6022.00,1.28,1.98,2014-05-14,Kepler
1780,Kepler-145,c,Kepler-145 c,Transit,2,42.88200000,,,,0.25000,Mass,0.385,,1,1,0,1,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,577.00,11.931,Kepler-band,11.875,6022.00,1.28,1.98,2014-05-14,Kepler
1781,Kepler-1450,b,Kepler-1450 b,Transit,1,54.50941660,,,,,,0.153,,0,1,0,1,19h38m12.92s,294.553828,+45d04m53.0s,45.081390,490.00,15.498,Kepler-band,15.489,4524.00,0.71,0.68,2016-05-10,Kepler
1782,Kepler-1451,b,Kepler-1451 b,Transit,1,35.62223300,,,,,,0.299,,0,1,0,1,19h33m47.14s,293.446425,+40d24m35.6s,40.409892,1159.00,15.332,Kepler-band,15.300,5782.00,1.00,0.99,2016-05-10,Kepler
1783,Kepler-1452,b,Kepler-1452 b,Transit,1,42.91375100,,,,,,0.241,,0,1,0,1,19h29m41.48s,292.422830,+38d15m58.8s,38.266328,974.00,13.062,Kepler-band,13.071,6101.00,1.41,2.06,2016-05-10,Kepler
1784,Kepler-1453,b,Kepler-1453 b,Transit,1,47.16116960,,,,,,0.238,,0,1,0,1,19h04m30.13s,286.125545,+47d56m51.4s,47.947613,1284.00,15.570,Kepler-band,15.528,5665.00,0.97,0.94,2016-05-10,Kepler
1785,Kepler-1454,b,Kepler-1454 b,Transit,1,47.03194790,,,,,,0.168,,0,1,0,1,18h56m53.60s,284.223331,+48d49m54.4s,48.831772,795.00,14.904,Kepler-band,14.899,5448.00,0.90,0.86,2016-05-10,Kepler
1786,Kepler-1455,b,Kepler-1455 b,Transit,1,49.27676400,,,,,,0.193,,0,1,0,1,19h36m19.93s,294.083055,+50d30m10.0s,50.502777,392.00,15.855,Kepler-band,15.866,4075.00,0.62,0.60,2016-05-10,Kepler
1787,Kepler-1456,b,Kepler-1456 b,Transit,1,18.13738290,,,,,,0.102,,0,1,0,1,19h07m46.88s,286.945321,+43d49m22.0s,43.822773,379.00,15.464,Kepler-band,15.445,4231.00,0.64,0.62,2016-05-10,Kepler
1788,Kepler-1457,b,Kepler-1457 b,Transit,1,51.11102430,,,,,,0.178,,0,1,0,1,18h55m04.94s,283.770601,+42d01m38.1s,42.027245,728.00,14.060,Kepler-band,14.028,5866.00,1.01,1.01,2016-05-10,Kepler
1789,Kepler-1458,b,Kepler-1458 b,Transit,1,47.98727640,,,,,,0.246,,0,1,0,1,18h52m50.79s,283.211614,+41d02m17.0s,41.038063,642.00,14.190,Kepler-band,14.200,5653.00,0.96,0.94,2016-05-10,Kepler
1790,Kepler-1459,b,Kepler-1459 b,Transit,1,62.86916110,,,,,,0.121,,0,1,0,1,18h49m41.53s,282.423025,+46d00m50.5s,46.014019,435.00,14.591,Kepler-band,14.552,4828.00,0.78,0.74,2016-05-10,Kepler
1791,Kepler-146,b,Kepler-146 b,Transit,2,31.15879900,0.200000,,,,,0.331,,0,1,0,1,19h36m26.58s,294.110756,+38d42m36.8s,38.710230,799.00,13.838,Kepler-band,13.803,5948.00,,1.21,2014-05-14,Kepler
1792,Kepler-146,c,Kepler-146 c,Transit,2,76.73217100,0.364000,,,,,0.279,,0,1,0,1,19h36m26.58s,294.110756,+38d42m36.8s,38.710230,799.00,13.838,Kepler-band,13.803,5948.00,,1.21,2014-05-14,Kepler
1793,Kepler-1460,b,Kepler-1460 b,Transit,1,29.96332470,,,,,,0.175,,0,1,0,1,19h02m13.87s,285.557796,+44d00m38.8s,44.010788,574.00,15.947,Kepler-band,15.919,4422.00,0.70,0.67,2016-05-10,Kepler
1794,Kepler-1461,b,Kepler-1461 b,Transit,1,29.34947750,,,,,,0.181,,0,1,0,1,19h03m19.31s,285.830458,+43d11m54.2s,43.198395,752.00,15.689,Kepler-band,15.695,4919.00,0.79,0.74,2016-05-10,Kepler
1795,Kepler-1462,b,Kepler-1462 b,Transit,1,65.64883410,,,,,,0.341,,0,1,0,1,19h45m35.41s,296.397527,+42d23m48.9s,42.396918,1368.00,15.858,Kepler-band,15.856,5756.00,1.00,1.00,2016-05-10,Kepler
1796,Kepler-1463,b,Kepler-1463 b,Transit,1,25.15864000,,,,,,0.166,,0,1,0,1,19h37m56.95s,294.487304,+42d00m24.9s,42.006920,1341.00,15.759,Kepler-band,15.724,5679.00,0.96,0.95,2016-05-10,Kepler
1797,Kepler-1464,b,Kepler-1464 b,Transit,2,31.77859010,,,,,,0.148,,0,1,0,1,19h08m56.56s,287.235677,+38d45m15.0s,38.754161,692.00,14.159,Kepler-band,14.130,5828.00,1.02,1.01,2016-05-10,Kepler
1798,Kepler-1464,c,Kepler-1464 c,Transit,2,5.32786292,,,,,,0.089,,0,1,0,1,19h08m56.56s,287.235677,+38d45m15.0s,38.754161,692.00,14.159,Kepler-band,14.130,5828.00,1.02,1.01,2016-05-10,Kepler
1799,Kepler-1465,b,Kepler-1465 b,Transit,1,31.82771110,,,,,,0.158,,0,1,0,1,19h19m16.64s,289.819341,+51d54m17.5s,51.904850,350.00,14.410,Kepler-band,14.420,4726.00,0.75,0.71,2016-05-10,Kepler
1800,Kepler-1466,b,Kepler-1466 b,Transit,1,31.17504480,,,,,,0.138,,0,1,0,1,19h19m19.49s,289.831222,+44d36m35.5s,44.609863,686.00,13.926,Kepler-band,13.869,5884.00,1.01,1.02,2016-05-10,Kepler
